CashReserveRatio,CashDepositRatio,ReverseRepoRate,MarginalFacilityRate,BankRate,TermDepositRate,SavingsDepositRate,CallMoneyRate,TreasuryBill,Inflation,RepoRate,BaseRate
5.75,7.27,6.38,4.16,7.8,7.29,7.9,6.11,7.56,6.23,6.8,7.14
5.75,7.23,6.31,4.18,7.8,7.36,7.62,6.11,7.54,6.4,6.98,4.16
5.75,7.27,6.33,4.07,7.8,7.15,8.12,6.11,7.54,6.17,6.89,4.16
5.75,7.27,6.47,4.08,7.8,7.31,9.46,6.11,7.27,6.34,6.5,3.87
5.75,7.27,6.41,4.11,7.8,7.23,8.82,6.07,7.26,6.58,6.63,3.84
5.75,0,6.33,4.13,7.8,7.34,8.83,6.07,7.26,6.62,7.69,4.21
5.75,7.35,6.31,4.06,7.8,7.74,9.08,6.11,7.08,6.85,7.57,4.26
5.75,7.35,6.46,4.09,7.8,7.93,7.79,6.11,7.49,6.89,7.87,4.16
5.75,7.35,6.54,4.09,7.8,7.96,6.24,6.11,7.45,7.12,7.49,4.18
5.75,0,6.53,4.11,7.7,8.49,6,6.07,7.29,7.22,7.36,4.07
5.75,7.31,6.6,4.04,7.7,7.67,5.9,6.11,7.27,7.33,6.83,4.08
5.75,7.23,6.62,4.11,7.65,7.99,5.96,6.11,7.25,7.53,6.58,4.11
5.75,7.23,6.71,4.13,7.65,7.89,5.72,6.15,7.21,7.87,6.56,4.13
5.75,7.23,6.66,4.13,7.65,7.86,5.89,6.15,7.22,7.57,6.36,4.06
5.75,7.23,6.7,4.12,7.65,9.78,6.16,6.15,4.23,7.95,6.44,4.09
5.75,7.23,6.44,4.07,7.65,9.03,6.19,6.15,4.34,7.9,6.58,4.09
5.75,7.19,6.54,4.18,7.65,8.9,6.45,6.11,4.61,7.79,6.27,4.11
5.75,7.14,6.58,4.33,7.65,8.49,6.53,6.23,5.71,7.89,6.17,4.04
5.75,7.14,6.45,4.36,7.65,9.32,6.86,6.31,5.36,7.94,6.22,4.11
5.75,7.14,6.54,4.39,7.65,7.23,6.93,6.27,5.07,7.56,6.23,4.13
6.25,7.14,6.64,4.4,7.65,7.34,7,6.27,4.69,7.69,6.17,4.13
6.25,7.1,6.84,4.36,7.65,7.09,7.26,6.27,4.26,7.58,6.16,4.12
6.25,7.1,6.93,4.45,7.65,7.09,7.47,6.27,4.32,7.43,6.32,4.07
6.25,7.1,7.12,4.48,7.7,7.61,7.28,6.31,4.47,7.34,6.54,4.18
6.25,7.06,7.06,4.27,7.7,7.95,7.4,6.85,4.4,7.04,6.53,4.33
6.25,7.06,7.2,4.22,7.7,8.08,7.24,6.27,4.16,6.78,6.63,4.36
6.25,7.06,7.28,4.38,7.7,7.96,7.13,6.27,4.33,6.78,6.62,4.39
6.25,7.39,7.23,4.27,7.7,4.43,7.34,6.23,6.5,6.68,6.65,4.4
6.25,7.48,7.16,4.35,7.7,4.71,7.28,6.19,6.5,6.77,6.65,4.36
6.25,7.44,7.23,4.42,7.7,4.7,6,6.11,6.48,6.64,6.73,4.45
6.25,7.44,7.21,4.4,7.7,4.62,6,5.98,6.48,6.42,6.59,4.48
6.25,7.44,7.18,4.3,7.75,4.38,6,5.86,6.5,6.18,6.6,4.27
6.25,7.44,7.2,4.36,7.75,4.13,6,5.82,6.5,6.26,6.67,4.22
6.25,7.27,7.09,4.38,7.75,3.93,6,5.86,6.46,6.55,6.6,4.38
6.25,7.44,7.46,4.39,7.75,4.17,6,5.94,6.44,6.86,6.63,4.27
6.25,7.48,7.49,4.31,7.75,4.39,6,5.94,6.39,6.56,6.72,4.35
6.25,7.48,7.49,4.3,7.75,4.26,6,6.07,6.35,6.33,7.05,4.42
6.5,7.52,7.39,4.27,7.75,4.45,6,6.15,6.33,6.76,6.85,4.4
6.5,7.52,7.44,4.15,7.75,4.28,6,6.19,6.33,7.21,7.27,4.3
6.5,7.56,7.83,4.04,7.75,4.28,6,6.11,6.31,7.02,7.12,4.36
6.5,7.69,7.89,4.05,7.75,4.53,6,6.19,6.27,6.46,7.2,4.38
6.5,7.69,7.73,4.08,7.75,4.16,6,6.23,6.25,6.72,7.31,4.39
6.5,7.69,8.11,3.95,7.75,4.16,6,6.27,6.2,7.13,7.32,4.31
6.5,7.69,7.94,3.97,7.75,3.87,6,6.27,6.18,7.32,7.26,4.3
6.5,7.85,7.88,4.12,7.75,3.84,6,6.19,6.18,7.44,7.3,4.27
6.5,7.89,7.88,3.97,7.75,4.21,6,6.27,6.18,7.47,7.33,4.15
6.5,7.98,7.99,4.06,7.75,4.26,6,6.23,6.18,7.37,7.31,4.04
6.5,7.98,7.58,4.21,7.75,4.16,6,6.19,6.18,7.2,7.32,4.05
6.5,7.94,7.6,4.15,7.75,4.18,6,5.94,6.18,7.15,7.28,4.08
6.5,7.89,7.52,4.3,7.75,4.07,6,5.94,6.18,7.25,7.55,3.95
6.75,7.85,7.35,4.19,7.75,4.08,5.75,5.86,8.11,7.11,7.61,3.97
6.75,7.85,7.32,3.99,7.75,4.11,5.75,5.94,8.18,7.29,7.62,4.12
6.75,7.85,7.21,4.13,7.75,4.13,5.75,6.31,8,7.17,7.61,3.97
6.75,8.27,7.5,4.52,7.75,4.06,5.75,6.4,7.9,6.95,7.51,4.06
6.75,8.31,7.39,4.6,7.75,4.09,5.75,6.36,7.78,6.6,7.83,4.21
6.75,8.31,7.13,4.65,7.75,4.09,5.75,6.4,7.87,6.65,7.82,4.15
6.75,8.23,7.17,4.5,7.75,4.11,5.75,6.36,8.26,6.8,7.86,4.3
7,8.39,7.21,4.47,7.75,4.04,5.75,6.36,8.04,7.11,8.5,4.19
7,8.35,7.5,4.5,7.75,4.11,5.75,6.52,8.58,7.03,8.19,3.99
7,8.27,7.42,4.46,7.75,4.13,5.75,6.52,8.46,7.08,8.17,4.13
7,8.27,7.73,4.47,7.75,4.13,5.75,6.52,8.07,7.37,8.1,4.52
7,8.23,7.79,4.31,7.75,4.12,5.75,6.56,8.12,7.82,8.29,4.6
7,8.19,7.38,4.46,7.75,4.07,5.75,6.56,8.48,7.69,7.9,4.65
7,8.39,7.85,4.39,7.75,4.18,5.75,6.56,8.59,7.7,7.79,4.5
7,8.39,7.87,6.65,7.75,4.33,5.75,6.56,8.88,7.76,7.81,4.47
7,8.31,7.79,6.6,7.75,4.36,5.75,6.56,8.18,7.66,7.84,4.5
7,8.35,7.98,6.69,7.75,4.39,5.75,6.56,7.88,8.72,7.74,4.46
7,8.35,8.03,6.73,7.75,4.4,5.75,6.56,7.93,8.59,7.63,4.47
7,8.23,8.22,6.77,7.75,4.36,5.75,6.56,8.09,8.72,7.76,4.31
7,8.23,8.42,6.81,7.75,4.45,5.75,6.56,8.9,8.51,6.94,4.46
7,8.27,8.45,6.9,7.75,4.48,5.75,6.6,7.95,8.44,6.94,4.39
7,8.27,8.54,6.94,8.65,4.27,5.75,6.73,8.11,8.21,6.94,4.52
7,8.31,8.43,6.94,8.65,4.22,5.75,6.77,8.11,8.14,7.14,4.39
7,8.31,8.57,6.94,8.65,4.38,5.75,6.77,8.57,7.92,7.19,4.53
7,8.44,8.48,6.94,8.65,4.27,5.75,6.81,8.25,8.78,7.06,4.55
7,8.44,8.51,6.94,8.65,4.35,5.75,6.85,8.19,8.66,6.98,4.52
7,8.48,8.51,7.14,8.65,4.42,5.75,6.27,8.72,7.62,6.85,4.36
7,8.48,8.68,7.19,8.65,4.4,6.25,6.85,8.64,6.67,6.81,4.36
7,8.52,8.55,7.06,8.65,4.3,6.25,6.85,7.63,6.76,6.81,4.33
7,8.52,8.51,6.98,8.65,4.36,6.25,6.85,7.23,7.36,6.77,4.35
7,8.6,8.9,6.85,8.8,4.38,6.25,6.84,8.27,6.85,6.69,4.19
7,8.6,8.92,6.81,8.8,4.39,6.25,6.73,8.68,5.97,6.73,4.13
7,8.6,8.66,6.81,8.8,4.31,6.25,6.74,8.7,5.3,6.69,4.24
7,8.6,8.61,6.77,8.8,4.3,6.25,6.81,8.18,4.56,6.52,4.26
7,8.65,8.82,6.69,8.85,4.27,6.25,6.99,8.67,4.67,6.52,4.35
7,8.65,8.54,6.73,8.85,4.15,6.25,6.86,8.98,7.6,7.53,4.48
7,8.65,8.38,6.69,8.85,4.04,6.25,6.65,8.91,7.87,7.87,4.46
7,8.65,7.68,6.52,8.85,4.05,6.25,6.66,9.08,7.72,7.57,4.44
7,8.6,8.23,6.52,8.85,4.08,6.25,6.66,9.44,9.05,7.95,4.55
7,8.6,7.84,6.48,8.85,3.95,6.25,6.67,9.46,9.64,7.9,4.6
7,8.56,8.21,6.52,8.85,3.97,6.25,6.54,10.29,8.6,7.79,4.7
7,8.52,8.35,6.48,8.85,4.12,6.25,6.58,10.38,8.48,7.89,4.76
7,8.56,8.43,6.52,8.85,3.97,6.25,6.57,10.1,7.5,7.94,4.6
7,8.56,8.49,6.52,8.9,4.06,6.25,6.54,10.23,7.11,7.56,4.7
7,8.56,8.95,6.4,8.9,4.21,6.5,6.47,10.21,7.17,7.69,4.65
7,8.52,8.49,6.4,8.9,4.15,6.5,6.85,10.18,6.75,7.58,4.71
7,8.65,8.65,6.31,8.9,4.3,6.5,6.91,9.3,7.24,7.43,4.64
7,8.65,8.85,6.27,8.9,4.19,6.5,6.77,9.45,7.45,7.34,4.72
7,8.86,8.64,6.23,8.9,3.99,6.5,6.73,8.33,7.37,7.04,4.71
7,8.81,8.4,6.19,8.9,4.13,6.5,6.7,7.74,7,6.78,4.89
7,8.86,8.54,6.11,8.9,4.52,6.5,6.57,7.09,7.77,6.78,4.98
7,8.86,8.31,6.11,8.9,4.6,6.5,6.69,6.95,7.84,6.68,5.04
7,8.85,8.26,6.11,8.9,4.65,6.5,6.64,7.19,7.28,6.77,5.15
7,8.9,8.14,6.11,8.9,4.5,6.5,6.5,7.26,7.2,6.64,5.2
7,8.94,8.25,6.15,8.9,4.47,6.5,6.62,7.25,7.26,6.42,5.22
7,8.86,8.14,6.23,8.9,4.5,6.5,6.45,7.29,6.61,6.18,5.25
7,9.19,8.2,6.31,8.95,4.46,6.5,6.56,7.22,6.87,6.26,4.9
6.75,9.27,8.6,6.36,8.95,4.47,6.75,6.76,7.27,7.4,6.55,4.87
6.75,9.19,8.42,6.36,8.95,4.31,6.75,6.93,7.27,7.16,6.86,4.94
6.75,9.15,8.72,6.36,8.95,4.46,6.75,6.91,7.3,7.38,6.56,4.8
6.75,9.11,8.56,6.4,8.95,4.39,6.75,6.99,7.56,6.92,6.33,5
6.75,9.11,8.43,6.4,5.32,4.52,6.75,7.04,7.57,7.06,6.76,5
6.75,8.98,8.79,6.4,5.37,4.39,6.75,7.07,7.52,7.79,7.21,4.91
6.75,8.9,8.63,6.36,5.41,4.53,6.75,7.27,7.59,8.08,7.02,4.96
6.75,8.69,8.42,6.31,5.45,4.55,6.44,4.51,7.43,6.57,6.46,4.63
6.75,8.73,8.08,6.27,5.49,4.52,6.36,4.57,8.65,6.8,6.72,4.68
6.75,8.73,8.39,6.19,5.45,4.36,6.39,4.38,7.65,7.24,7.13,4.64
6.75,8.73,8.52,6.19,5.65,4.36,6.42,4.32,7.8,7.54,7.32,4.66
6.75,8.69,8.21,6.15,5.74,4.33,6.38,4.15,7.72,7.8,7.44,4.62
6.75,8.65,8.65,6.15,5.74,4.35,6.43,4.22,7.84,8.29,7.47,4.44
6.5,8.77,9.04,6.15,5.86,4.19,6.43,4.22,7.85,7.81,7.37,4.54
6.5,8.65,8.43,6.11,5.98,4.13,6.5,4.19,7.8,7.81,7.2,4.43
6.5,8.94,8.9,6.11,6.03,4.24,6.53,4.06,7.75,7.58,7.15,4.25
6.5,8.94,7.9,6.11,5.98,4.26,6.41,4.06,7.88,7.62,7.25,3.93
6.5,8.98,7.62,6.11,5.94,4.35,6.34,3.97,8,7.65,7.11,3.67
6.5,8.56,8.12,6.11,6.07,4.48,6.49,3.94,8.02,7.8,7.29,4.48
6.25,8.6,9.46,6.11,6.19,4.46,6.57,3.9,8,7.67,7.17,5
6.25,8.77,8.82,6.07,6.36,4.44,6.46,3.94,8.11,7.37,6.95,5.53
6.25,8.9,8.83,6.07,6.4,4.55,6.32,4.02,8.07,6.89,6.6,5.35
6.25,8.86,9.08,6.11,6.48,4.6,6.36,4.05,8.06,7.26,6.65,5.44
6.25,9.57,7.79,6.11,6.44,4.7,6.39,4.01,7.97,7.3,6.8,5.64
6.25,9.69,6.24,6.11,6.4,4.76,6.39,4.01,8.03,7.75,7.11,5.57
6.25,10.45,6,6.07,6.31,4.6,6.35,4.17,8.03,7.76,7.03,5.85
6.25,10.66,5.9,6.11,6.27,4.7,6.24,4.36,8.05,7.61,7.08,5.64
6.25,11.26,5.96,6.11,6.23,4.65,6.21,4.49,8.05,8.04,7.37,5.86
6.25,12.02,5.72,6.15,6.31,4.71,6.16,4.55,7.32,9,7.82,5.76
6.25,11.05,5.89,6.15,6.31,4.64,6.16,4.59,7.37,8.42,7.69,5.85
6.25,11.43,6.16,6.15,6.36,4.72,6.12,4.58,7.38,8.28,7.7,5.85
6.25,10.92,6.19,6.15,6.4,4.71,6.17,4.68,7.29,8.34,7.76,6.05
6.25,11.26,6.45,6.11,6.4,4.89,6.22,4.65,7.36,8.68,7.66,6.2
6.25,11,6.53,6.23,6.4,4.98,6.09,4.42,7.15,10.61,8.72,6.05
6.25,11,6.86,6.31,6.4,5.04,5.95,4.34,7.31,9.54,8.59,6.03
6.25,7.48,6.93,6.27,6.56,5.15,5.91,4.45,7.23,9.96,8.72,6.08
6.25,7.52,7,6.27,6.56,5.2,5.94,4.56,7.34,10.33,8.51,6.1
6.25,7.48,7.26,6.27,6.6,5.22,5.91,4.35,7.74,8.93,8.44,6.09
6.25,7.44,7.47,6.27,6.65,5.25,5.9,4.54,7.93,8.53,8.21,6.21
6.5,7.48,7.28,6.31,6.65,4.9,5.9,4.37,7.96,8.46,8.14,6.12
6.5,7.35,7.4,6.85,6.65,4.87,5.92,4.3,8.49,8.09,7.92,6.4
6.5,7.31,7.24,6.27,6.65,4.94,5.91,4.39,7.67,8.94,8.78,6.29
6.5,7.27,7.13,6.27,6.6,4.8,9.75,4.38,7.99,9.78,8.66,6.19
6.5,7.31,7.34,6.23,6.69,5,9.75,4.37,7.89,8.63,7.62,6.32
6.5,7.48,7.28,6.19,6.73,5,9.75,4.28,7.86,7.5,6.67,6.42
6.75,7.56,6,6.11,6.77,4.91,9.75,4.24,9.78,8.11,6.76,6.61
6.75,7.64,6,5.98,6.81,4.96,9.75,4.24,9.03,8.65,7.36,6.58
6.75,7.73,6,5.86,6.9,4.63,9.75,4.17,8.9,7.73,6.85,6.57
6.75,7.81,6,5.82,6.94,4.68,9.75,4.01,8.49,7.35,5.97,6.72
6.75,7.85,6,5.86,6.94,4.64,9.75,3.97,9.32,7.87,7.75,6.74
6.75,8.19,6,5.94,6.94,4.66,9.75,4.11,7.23,7.86,7.75,6.44
6.75,8.02,6,5.94,6.94,4.62,9.75,3.95,7.34,7.91,7.75,6.57
7,8.1,6,6.07,6.94,4.44,9.75,3.89,7.09,7.8,7.75,5.22
7,8.1,6,6.15,7.14,4.54,9.75,4.15,7.09,7.83,7.75,5.22
7,8.1,6,6.19,7.19,4.43,9.75,4.05,7.61,7.83,7.75,5.22
7,8.02,6,6.11,7.06,4.25,9.75,4.15,7.95,7.89,7.75,5.19
7,7.98,6,6.19,6.98,3.93,9.75,4.37,8.08,7.88,8,5.19
7,7.98,6,6.23,6.85,3.67,9.75,4.58,7.96,7.86,8,5.07
7,7.94,6,6.27,6.81,4.48,9.75,4.69,4.43,7.82,8,5.12
7,7.98,6,6.27,6.81,5,9.75,4.55,4.71,7.93,8,5.13
7,7.98,6,6.19,6.77,5.53,9.75,4.32,4.7,8.11,8,5.16
7,8.06,6,6.27,6.69,5.35,9.75,4.5,4.62,8.14,8,5.14
7,8.1,6,6.23,6.73,5.44,9.75,4.76,4.38,8.14,8,5.21
7,8.19,6,6.19,6.69,5.64,9.75,4.85,4.13,8.16,8,5.21
7,8.14,6,5.94,6.52,5.57,9.75,4.93,3.93,8.18,8,5.25
7,8.19,6,5.94,6.52,5.85,9.75,4.57,4.17,8.23,8,5.33
7,8.19,5.75,5.86,6.48,5.64,10,4.61,4.39,8.19,8,5.44
7,8.19,5.75,5.94,6.52,5.86,10,4.6,4.26,8.22,8,5.5
7,8.19,5.75,6.31,6.48,5.76,10,4.42,4.45,8.2,8,5.46
7,8.19,5.75,6.4,6.52,5.85,10,4.44,4.28,8.13,8,5.54
7,8.14,5.75,6.36,6.52,5.85,10,4,4.28,8.13,8,5.61
7,8.14,5.75,6.4,6.4,6.05,10,4.09,4.53,8.17,8,5.63
7,8.1,5.75,6.36,6.4,6.2,10,3.94,4.16,8.16,8,5.63
7,8.1,5.75,6.36,6.31,6.05,10,4.1,4.16,8.15,8,5.65
7,8.1,5.75,6.52,6.27,6.03,10,4.08,3.87,8.17,8,5.69
7,8.06,5.75,6.52,6.23,6.08,10,4.38,3.84,8.18,8,5.88
7,8.14,5.75,6.52,6.19,6.1,10,4.46,4.21,8.2,8,5.95
7,8.1,5.75,6.56,6.11,6.09,10,4.46,4.26,8.24,8,5.93
7,8.14,5.75,6.56,6.11,6.21,10,4.36,4.16,8.16,8,6.03
7,8.14,5.75,6.56,6.11,6.12,10,4.3,4.18,8.21,8,6.12
7,8.23,5.75,6.56,6.11,6.4,10,4.31,4.07,8.12,8,6.16
7,8.23,5.75,6.56,6.15,6.29,10,4.42,4.08,8.25,8,6.1
7,8.27,5.75,6.56,6.23,6.19,10,4.28,4.11,8.1,8,6.12
7,8.23,5.75,6.56,6.31,6.32,10,4.19,4.13,8.06,8,6.18
7,8.23,5.75,6.56,6.36,6.42,10,4.24,4.06,0,8,6.27
7,8.14,5.75,6.56,6.36,6.61,10,4.26,4.09,8.13,8,6.39
7,8.19,5.75,6.6,6.36,6.58,10,4.31,4.09,8.17,8,6.46
7,8.23,5.75,6.73,6.4,6.57,10,4.53,4.11,8.08,8,6.5
7,8.27,5.75,6.77,6.4,6.72,10,4.56,4.04,8.05,8,6.5
7,8.31,5.75,6.77,6.4,6.74,10,4.55,4.11,8.35,8,6.48
7,8.31,5.75,6.81,6.36,6.44,10,4.65,4.13,8.37,8,6.42
7,8.14,5.75,6.85,6.31,6.57,10,4.61,4.13,8.54,8,6.31
7,8.27,5.75,6.27,6.27,7.13,10,4.73,4.12,8.53,8,6.29
7.5,8.39,6.25,6.85,6.19,7.1,10,4.84,4.07,8.56,8,6.35
7.5,8.39,6.25,6.85,6.19,7.39,10,4.67,4.18,8.63,8,6.37
7.5,8.39,6.25,6.85,6.15,7.06,10,4.76,4.33,8.65,8,6.44
7.5,8.44,6.25,6.84,6.15,6.86,10,4.77,4.36,8.54,8,6.46
7.5,8.44,6.25,6.73,6.15,6.63,10,4.83,4.39,8.47,8.5,6.48
7.5,8.39,6.25,6.74,6.11,6.4,10,4.79,4.4,8.69,8.5,6.46
7.5,8.31,6.25,6.81,6.11,6.37,10,4.81,4.36,8.57,8.5,6.42
7.5,8.77,6.25,6.99,6.11,6.22,10,4.83,4.45,8.38,8.5,6.67
7.5,8.81,6.25,6.86,6.11,6.32,10,4.99,4.48,8.42,8.5,6.69
7.5,9.02,6.25,6.65,6.11,6.38,10,5.07,4.27,8.28,8.5,6.74
7.5,8.98,6.25,6.66,6.11,6.31,9.5,5.1,4.22,8.22,8.5,6.74
7.5,8.98,6.25,6.66,6.07,6.33,9.5,5.23,4.38,8.23,8.5,6.78
7.5,9.06,6.25,6.67,6.07,6.47,9.5,5.27,4.27,8.19,8.5,6.8
7.5,9.06,6.25,6.54,6.11,6.41,9.5,5.29,4.35,8.19,8.5,6.84
7.5,9.02,6.25,6.58,6.11,6.33,9.5,5.34,4.42,8.16,8.5,6.87
7.5,8.94,6.25,6.57,6.11,6.31,9.25,4.97,4.4,8.35,8.5,6.95
7.5,8.9,6.25,6.54,6.07,6.46,9.25,5.01,4.3,8.18,8.5,7.02
7.5,8.81,6.5,6.47,6.11,6.54,9.25,5.13,4.36,8.19,8.5,7.06
7.5,8.73,6.5,6.85,6.11,6.53,9.25,4.92,4.38,8.22,8.5,7.1
7.5,8.65,6.5,6.91,6.15,6.6,9.25,5.15,4.39,8.56,8.5,7.17
7.5,8.56,6.5,6.77,6.15,6.62,9.25,5.15,4.31,6.49,3.94,7.23
7.5,8.52,6.5,6.73,6.15,6.71,9.25,5.07,4.3,6.57,3.9,7.23
7.5,8.48,6.5,6.7,6.15,6.66,9.25,5.32,4.27,6.46,3.94,7.21
7.5,8.39,6.5,6.57,6.11,6.7,9.25,4.99,4.15,6.32,4.02,7.23
7.5,8.48,6.5,6.69,6.23,6.44,8.5,4.84,4.04,6.36,4.05,7.3
7.25,8.6,6.5,6.64,6.31,6.54,8.5,4.93,4.05,6.39,4.01,7.45
7.25,8.81,6.5,6.5,6.27,6.58,8.25,4.87,4.08,6.39,4.01,7.42
7.25,8.86,6.5,6.62,6.27,6.45,8.25,4.59,3.95,6.35,4.17,7.34
7.25,8.9,6.5,6.45,6.27,6.54,8.25,4.15,3.97,6.24,4.36,7.27
7.25,8.86,6.5,6.56,6.27,6.5,4,4.27,4.12,6.21,4.49,7.12
7.25,7,6.75,6.76,6.31,6.5,4,4.25,3.97,6.16,4.55,7.02
7,7,6.75,6.93,6.85,6.48,4,4.07,4.06,6.16,4.59,7.02
7,7,6.75,6.91,6.27,6.48,4,3.69,4.21,6.12,4.58,6.99
7,7,6.75,6.99,6.27,6.5,4,3.16,4.15,6.17,4.68,6.97
7,7,6.75,7.04,6.23,6.5,4,4.49,4.3,6.22,4.65,6.95
7,7,6.75,7.07,6.19,6.46,4,5.07,4.19,6.09,4.42,6.97
7,7,6.75,7.27,6.11,6.44,4,5.58,3.99,5.95,4.34,6.93
7,7,7,7.41,5.98,6.39,4,5.38,4.13,5.91,4.45,6.93
6.5,7.5,7,7.46,5.86,6.35,4,5.56,4.52,5.94,4.56,6.91
6.5,7.5,7,7.43,5.82,6.33,4,5.83,4.6,5.91,4.35,6.89
6.5,7.5,7,7.44,5.86,6.33,4,5.84,4.65,5.9,4.54,6.89
6.5,7.5,7,7.45,5.94,6.31,4,6.21,4.5,5.9,4.37,6.89
6.5,7.5,7,7.43,5.94,6.27,4,6.03,4.47,5.92,4.3,6.82
6.5,7.5,7,7.37,6.07,6.25,4,6.22,4.5,5.91,4.39,6.8
6.5,7.5,7,7.34,6.15,6.2,4,6.13,4.46,9.75,4.38,6.8
6.5,7.5,7,7.33,6.19,6.18,4,6.28,4.47,9.75,4.37,6.63
6.5,7.5,7,7.33,6.11,6.18,4,6.24,4.31,9.75,4.28,6.48
6.5,7.5,7,7.36,6.19,6.18,4,6.28,4.46,9.75,4.24,6.42
6.5,7.5,7,7.37,6.23,6.18,4,6.34,4.39,9.75,4.24,6.42
6.5,7.5,7,7.42,6.27,6.18,4,6.29,4.52,9.75,4.17,6.31
5.75,7.5,7,7.58,6.27,6.18,4,6.24,4.39,9.75,4.01,6.31
5.75,7.5,7,7.34,6.19,6.18,4,6.23,4.53,9.75,3.97,6.31
5.75,7.5,7,7.38,6.27,0,4,6.26,4.55,9.75,4.11,6.33
5.75,7.5,7,7.35,6.23,0,4,6.34,4.52,9.75,3.95,6.33
5.75,7.5,7,7.32,6.19,0,4,6.38,4.36,9.75,3.89,6.44
